,tweet
7515,"Corona virus: Death toll in Italy crosses 10,000 Saturday proved to be another dreadful day for Italy. Live Updates: https://bbc.in/2Uqj0ew (Pic: Getty Images) #CoronaUpdate #Italy"
7516,"Fighting for the 'right to life' in the era of Corona, lawyer and activist Amit Sahni has filed a petition in the SC, appealing to ensure the 'right to life' for laborers, homeless and beggars in the event of corona infection. LIVE UPDATES: https://bbc.in/2xu10qA (PC: Getty Images)"
7517,"Anti-Citizenship Amendment Act violence: Report received, now the relatives of the deceased hope for justice"
7518,"Lockdown in the country due to Corona Virus, people want to go to their villages and cities, crowd gathered in Anand Vihar area of ​​Delhi..."
7519,'The day I found out I didn't have a vagina'
7520,"Thousands of migrant laborers gather at Delhi's Anand Vihar bus stand to go back to their villages - ANI, Reuters #coronavirus #delhi"
7521,Corona Virus: When will the tribals sitting on the promise of the government be released?
7522,A huge crowd of migrant laborers gathered at the Anand Vihar bus stand in Delhi to return home. https://bbc.in/2ygcDlq PC: ANI
7523,How did a virus bring the world's most powerful country to its knees?
7524,How did the corona virus bring a powerful country like America to its knees? https://bbc.in/3btcHfK
7525,Pakistan: 'Man-eating brother' sent to jail as soon as he was released
7526,At what cost is Vietnam winning the battle with Corona?
7527,"Corona: 40,000 quarantined in Punjab due to super spreader?"
7528,Woman who gave 'important weapon' to India against Corona virus
7529,The woman who gave India an 'important weapon' in the war against the Corona virus https://bbc.in/2wLkgQh
7530,Bengaluru's Assistant Commissioner of Police Tabarak Fathima appealed to people to stay at home like this
7531,How are these 10 countries of Europe fighting the Corona virus?
7532,Corona virus: what rumors are scaring villagers in Maharashtra
7533,149 new cases of corona in one day across the country https://bbc.in/2QTL2wN
7534,Corona Lockdown: By which 'jugaads' are laborers reaching Bihar
7535,Corona Lockdown: When Delhi saw hundreds of 'forced' leaving the city
7536,"See, how policemen in Uttar Pradesh are helping migrant laborers to reach their villages. Video - @1vikastrivedi"
7537,This is how migrant laborers are reaching their homes amidst the lockdown due to #Coronavirus
7538,Corona Lockdown: By which 'jugadon' are laborers reaching Bihar https://bbc.in/2JhVQ3A
7539,7 laborers returning home after corona lockdown died in an accident: today's big news
7540,"Corona: Forgetting everything in lockdown, youth helping others"
7541,Ramayana came again on TV but do you know this?
7542,"#Kahasuni | After the lock down due to Corona virus, laborers across the country are walking towards their villages miles away. #A verbal fight"
7543,ALERT: Why most deaths due to corona virus are in Italy only?
7544,Why most deaths due to corona virus in Italy only? https://bbc.in/39sjMvI
7545,What problems are being faced by thousands of homeless people in Delhi in getting food? Video - Varun Nair
7546,"Corona was not spread by the poor, but by the rich- Attitude"
7547,This whole family was going on foot from Moradabad to Gorakhpur at 12 o'clock in the night. What did this family say about getting help and food from the government? Video - @1vikastrivedi
7548,"ALERT- Corona virus: infection in America crosses one lakh, order to make thousands of ventilators- LIVE https://bbc.in/33RL8dy"
7549,"What is Virat Kohli doing these days while staying at home, see..."
7550,These pictures from around the world amidst the Corona epidemic
7551,What do doctors have to do to treat #Coronavirus patients?
7552,ALERT- Corona Virus: What South Korea did is an example for the world
7553,Corona Virus: What South Korea did is an example for the world https://bbc.in/3arfl5H
7554,The world has come under the grip of economic recession due to Corona virus: IMF- Press Review
7555,Crores of people are trapped in the grip of Corona virus
7556,Will Corona virus eat Trump's chair too?
7557,ALERT- Corona virus: close to 14 thousand deaths so far only in Italy and Spain- LIVE https://bbc.in/3dzMgHh
7558,"More than one lakh cases in America, stamp on historic economic package. LIVE Updates: https://bbc.in/2y7nVbs (File Photo: Getty Images) #CoronaUpdate"
7559,America will give $ 2.9 million help to India to fight the Corona Pandemic. LIVE Updates: https://bbc.in/2vQUAkO (File photo: Getty Images)
7560,Corona Virus: Why more cases of infection in Maharashtra?
7561,The US Parliament has announced the biggest ever economic package ($1.7 trillion) amidst the Corona virus pandemic. LIVE UPDATES: https://bbc.in/2yfxuFx (Pic: Getty Images) #CoronaUpdate
7562,The US Parliament has announced the biggest ever economic package ($1.7 trillion) amidst the Corona virus pandemic. LIVE UPDATES: https://bbc.in/3ap9wFL (Pic: Getty Images)
7563,"Corona: The latest condition of India According to WHO, the number of corona virus cases in India has reached 724. LIVE UPDATES: https://bbc.in/3areT7x (Representational Image: Getty Images) #CoronaLockdown #CoronaUpdate"
7564,"In the last 24 hours, there were 969 deaths due to Corona virus in Italy. With this, the death toll in Italy reached 9,314. LIVE Updates: https://bbc.in/2WOCQ4U (Representational Image: Getty Images)"
7565,Corona Virus: Hunger has become the problem of the people
7566,Blood bank facing shortage of blood in Kolkata due to Corona
7567,How deep is the crisis in India due to Corona virus and how much the poor are being hit https://bbc.in/33RQxkI
7568,Why are many people forced to walk on the road amid lockdown? #CoronaVirus #Lockdown
7569,Corona virus: How much help will be available from the announcements of the Modi government?
7570,Corona virus: What are the challenges doctors are facing in Maharashtra
7571,"Corona virus spread to 12 people from the same family in Maharashtra, know what is the condition of whole Maharashtra (Video: Mayuresh Konnur) #CoronaVirus"
7572,"The announcements of the Modi government are like cumin seeds in the mouth of a camel, how much will it be able to do? https://bbc.in/2WN0yOU"
7573,"The threat of Corona is now looming over Syria, which is suffering from a long war. Watch BBC Duniya tonight at 10PM on NDTV India"
7574,"America affected by Corona virus, more corona cases than China (Video: Vineet Khare) #CoronaVirus #USA #DonaldTrump"
7575,Those clerics who issue fatwas for the sake of saving the world
7576,"Corona virus: had come to earn, there was a crisis to save lives"
7577,"'Humans are dying of hunger, not disease here' Voice of the homeless, hungry and unemployed in the country's capital Delhi... #CoronaVirus Video: Zubair Ahmed and Shubham Kaul"
7578,"Amidst the fear of Corona virus, did Friday prayers take place in Pakistan? (Video: Shumaila Jafri) #CoronaVirus #Pakistan"
7579,British Prime Minister Boris Johnson also got Corona Virus...
7580,Corona virus: 'Fear of community transmission in Chhattisgarh'
7581,"Corona virus: British PM Boris Johnson infected, Europe in trouble - LIVE https://bbc.in/2xsVTqC"
7582,"Due to the fear of Corona, people were imprisoned in their homes, while millions of turtles came out in the sea (Video: Subrata Kumar Pati)"
7583,"Corona virus: more than a thousand deaths in 24 hours in Spain-France, what are the updates from all over the world https://bbc.in/33NMmGE"
7584,Can corona virus spread by touching newspapers or not?
7585,Can corona virus spread by touching newspapers too? - Fact Check https://bbc.in/3dweK4E
7586,CARTOON OF THE DAY: 'As much as possible' .. stay at home #BBHCindiCartoons #lockdown
7587,#Corona Bulletin: March 27 Infected patients in India: 640 Deaths: 17 -- What is the benefit of RBI's move? https://bbc.in/2xpdxM6 Man or woman: Who is at greater risk? https://bbc.in/3bvnXZb Why is Bhilwara in danger? https://bbc.in/3bveIbm Drinking tea is less dangerous? https://bbc.in/33PjA8z
7588,Satish Gujral became India's top painter even after not hearing
7589,Is it right to take Ibuprofen amid Corona Virus infection? #coronavirus
7590,"Tribals wearing masks made of leaves (Video: Alok Prakash Putul, for BBC Hindi) #CoronaVirus"
7591,Corona virus has created a new problem for Indians living in the North-East (Video: Roxy Gagdekar Chhara) #CoronaVirus
7592,Corona Virus: Are women more at risk than men?
7593,Who better than BBC's Robert Kelly to explain how difficult it is to work from home in the era of Corona Virus?
7594,Corona Virus: How is the human body and its immune system fighting this infection?
7595,Corona Virus: How will your EMI be affected by the announcement of the Reserve Bank
7596,The doctor who treated the corona patients of Italy (Video: Gurpreet Saini / Dr. Sushila Kataria) #CoronaVirus #Italy
7597,"If you are also doing work from home due to Corona, then post your pictures with #MeraWorkFromHome hashtag. We will give place to some pictures. Share your experiences too. #Corona #Lockdown"
7598,Corona Virus: How China is helping Spain
7599,Donald Trump praised China on Corona virus. What did Trump say?- https://bbc.in/2yfvnlb (Pic: GETTY)
7600,Why did the corona virus wreak havoc on newspapers?
7601,KAHASUNI: Tell us your opinion on the steps taken by the governments in the past to deal with Corona. #rbigovernor #Corona #StayAwareStaySafe
7602,"This is also a hit of Corona Virus, how did the lockdown increase the difficulties of the student trapped in Allahabad? Video: Samiratmaj Mishra and Deblin Roy"
7603,"Importance of social distancing! For #Socialdistancing in Delhi, this gentleman came and sat on the mark made for humans outside the shops. (Picture: Getty) #Corona"
7604,"Is death certain after being hit by the Corona virus? Story: Robert Cuffe, BBC head of statistics Voice: Bharat Sharma"
7605,"Corona virus: RBI reduced interest rates, trying to revive the economy"
7606,How did the Corona Virus make the world's most powerful country America bow down?
7607,Corona virus: RBI cuts interest rates Live reporting: https://bbc.in/2y7tdUl #RBI #CORONA
7608,Corona virus: loved ones are not even able to bid farewell to the dead in Italy
7609,"Corona: Everything in Bhilwara is at stake, what is the government doing?"
7610,"If you want to defeat the Corona Virus that is plaguing the world, then it is necessary to implement these 5 strategies... Video: Sarvpriya Sangwan/Deepak Jasrotia"
7611,"Last night when you were sleeping or maybe you were watching a movie to pass the time at home. Then don't know how many daily wage laborers, needy people were going to their homes on foot. Now even when you are reading this line, many of these people might not have reached their homes. (Picture: Getty)"
7612,Can 4G help Kashmir in the war with Corona virus?
7613,"Members of Air India are risking their lives to bring back stranded Indians from other countries. Read, how @airindiain is doing this work? @HardeepSPuri #AirIndia @MoCA_GoI"
7614,Corona Virus: The only country in Europe that is not afraid of Kovid-19
7615,"How ready is the Indian Army to fight Corona, Army Chief General Naravane replied"
7616,Corona virus: 83 doctors in Bihar demanded to go on self-quarantine due to fear of infection
7617,Corona virus: What is the reality of Trump's claims regarding the test - Fact Check
7618,"If governments around the world fail to take the right steps at the right time to deal with Corona, then crores of people may die. LIVE Reporting: https://bbc.in/2y77Ked #CoronaOutbreak (Representational Image: Getty Images)"
